Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
37	Dartmouth TZ	Novice	2nd	3rd	3rd	1st	2nd	9	757	1	2
38	UPenn SL	Novice	1st	3rd	1st	4th	3rd	8	792	2	0
39	Stanford BQ		2nd	2nd	2nd	4th	2nd	8	786	0	4
40	MDU WL		1st	3rd	4th	2nd	2nd	8	773	1	2
41	HWS PS		4th	1st	3rd	1st	3rd	8	772	2	0
42	Cornell PC		2nd	3rd	1st	3rd	3rd	8	764	1	1
43	Yale BA	Novice	3rd	1st	3rd	1st	4th	8	759	2	0
44	UPenn dBG	Novice	4th	2nd	3rd	2nd	1st	8	756	1	2
45	Hybrid MC		2nd	4th	3rd	2nd	1st	8	751	1	2
46	PDS NS	Novice	2nd	3rd	2nd	4th	1st	8	750	1	2
47	Stanford FK		1st	3rd	1st	4th	4th	7	776	2	0
48	HCDU RP	Novice	1st	2nd	4th	2nd	4th	7	770	1	2
49	HH DT	Novice	1st	4th	4th	1st	3rd	7	769	2	0
50	CDS KA		3rd	3rd	1st	3rd	3rd	7	768	1	0
51	Dartmouth JD	Novice	2nd	2nd	3rd	2nd	4th	7	767	0	3
52=	DUDU DN		1st	3rd	4th	3rd	2nd	7	764	1	1
52=	Stanford SK	Novice	3rd	4th	2nd	3rd	1st	7	764	1	1
54	Yale FK	Novice	2nd	4th	3rd	3rd	1st	7	761	1	1
55	WCDU TH		3rd	3rd	1st	2nd	4th	7	759	1	1
56	Stanford KS		3rd	2nd	2nd	2nd	4th	7	759	0	3
57	PDP KC	Novice	4th	4th	3rd	1st	1st	7	755	2	0
58	BDU KH		3rd	2nd	4th	2nd	2nd	7	755	0	3
59	Hybrid YM		2nd	1st	4th	2nd	4th	7	754	1	2
60	FDS TB	Novice	4th	4th	1st	1st	3rd	7	753	2	0
61	Cornell LT	Novice	4th	2nd	1st	3rd	3rd	7	750	1	1
62	PDP KN	Novice	4th	3rd	1st	3rd	2nd	7	748	1	1
63	HCDU GS	Novice	4th	2nd	3rd	1st	3rd	7	745	1	1
64	Hybrid PH		4th	4th	2nd	1st	2nd	7	735	1	2
65	BDU KB	Novice	3rd	4th	3rd	1st	3rd	6	759	1	0
66	UPenn GaKa		2nd	1st	3rd	4th	4th	6	757	1	1
67	UPenn SaLi	Novice	4th	4th	1st	3rd	2nd	6	754	1	1
68	HH LM		2nd	4th	1st	3rd	4th	6	752	1	1
69	HH SB	Novice	2nd	4th	2nd	3rd	3rd	6	750	0	2
70	Sodales BU		4th	3rd	1st	4th	2nd	6	748	1	1
71	JHUDC PM	Novice	3rd	2nd	2nd	4th	3rd	6	748	0	2
72	Dartmouth RW	Novice	4th	1st	4th	4th	1st	6	747	2	0
73	HWS FC	Novice	2nd	3rd	3rd	4th	2nd	6	747	0	2
74=	Dartmouth WM	Novice	3rd	2nd	3rd	2nd	4th	6	740	0	2
74=	EDS KL		3rd	4th	2nd	3rd	2nd	6	740	0	2
76	CUDS LE	Novice	4th	3rd	4th	2nd	1st	6	736	1	1
77	CCDU DL		2nd	2nd	3rd	3rd	—	6	606	0	2
78	Yale AK	Novice	3rd	4th	2nd	1st	—	6	598	1	1
79	MDU TL	Novice	3rd	1st	4th	4th	3rd	5	758	1	0
80	JHUDC ND	Novice	3rd	2nd	2nd	4th	4th	5	746	0	2
81	Yale KP	Novice	4th	3rd	4th	1st	3rd	5	745	1	0
82	Cornell GS	Novice	3rd	2nd	3rd	3rd	4th	5	744	0	1
83	Dartmouth MP	Novice	4th	2nd	3rd	2nd	4th	5	743	0	2
84	Yale WH	Novice	3rd	3rd	2nd	4th	3rd	5	743	0	1
85	Stanford ZG	Novice	4th	1st	4th	2nd	4th	5	730	1	1
86	PBPDA DY	Novice	3rd	1st	4th	4th	4th	4	744	1	0
87	PDP YB	Novice	4th	3rd	2nd	3rd	4th	4	742	0	1
88	HH LW	Novice	3rd	4th	4th	4th	1st	4	737	1	0
89	PDP RW	Novice	3rd	4th	4th	3rd	2nd	4	729	0	1
90	Sodales DdF		2nd	4th	4th	3rd	3rd	4	722	0	1
91	WCDU MB	Novice	4th	2nd	4th	4th	2nd	4	716	0	2
92	CUDS CA	Novice	4th	3rd	4th	2nd	3rd	4	715	0	1
93	Sodales RV		4th	4th	3rd	3rd	2nd	4	714	0	1
94	Dartmouth CA		3rd	3rd	2nd	4th	—	4	608	0	1
95	EDS PC	Novice	4th	1st	4th	4th	4th	3	724	1	0
96	HWS LG	Novice	3rd	3rd	3rd	4th	4th	3	721	0	0
97	DUDU JA	Novice	4th	1st	4th	4th	4th	3	715	1	0
98	PDS KT	Novice	2nd	4th	4th	4th	4th	2	730	0	1
99	FDS BH		4th	4th	3rd	—	3rd	2	588	0	0
100	Swing 1		—	—	—	2nd	—	2	147	0	1
101	HDS CG		4th	4th	4th	4th	—	0	550	0	0
102=	Swing 2		—	—	—	—	—	—	—	0	0
102=	Swing 3		—	—	—	—	—	—	—	0	0
