Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
65	Swing State		2nd	2nd	4th	3rd	3rd	6	732	0	2
66	Yale BB		2nd	4th	4th	2nd	3rd	5	744	0	2
67	RUN OJ		2nd	4th	4th	3rd	2nd	5	743	0	2
68	RUN SS		4th	2nd	2nd	4th	3rd	5	741	0	2
69	IND Too Much University		3rd	4th	3rd	1st	4th	5	734	1	0
70	HWS Octopuses		4th	3rd	2nd	2nd	4th	5	730	0	2
71	HWS The Editors		4th	4th	2nd	3rd	2nd	5	725	0	2
72	McMaster BL	Novice	3rd	3rd	3rd	2nd	4th	5	722	0	1
73	McMaster BD	Novice	4th	4th	1st	4th	3rd	4	730	1	0
74	Middlebury HS		3rd	4th	2nd	4th	3rd	4	730	0	1
75	Carleton Bribery Society	Novice	4th	4th	3rd	2nd	3rd	4	729	0	1
76	HWS Arguably the Best	Novice	4th	2nd	2nd	4th	4th	4	714	0	2
77	Middlebury AM	Novice	2nd	4th	3rd	3rd	4th	4	714	0	1
78	Colgate KS	Novice	4th	4th	4th	3rd	1st	4	705	1	0
79	EDS BF		3rd	2nd	4th	4th	4th	3	729	0	1
80	HWS ToronTussy		3rd	3rd	4th	3rd	4th	3	726	0	0
81	Windsor NR	Novice	4th	1st	4th	4th	4th	3	724	1	0
82	HWS The ‘Mericans	Novice	4th	3rd	4th	4th	2nd	3	720	0	1
83	swing states		—	2nd	—	—	—	2	150	0	1
84	McMaster WY		4th	4th	4th	4th	3rd	1	677	0	0
85	Guelph is the best	Novice	4th	—	3rd	4th	4th	1	566	0	0
86	UWODS chlamydia towel		—	—	—	—	—	—	—	0	0
