team	result	side	adjudicators
Meow meow - Pawrya and Purrina	1st	Closing Opposition	Anna SawickaⒸ , Guyberli van Thuijl , Prosper Michael Ametu
ATHENS A	2nd	Opening Opposition	Terkpertey Andrews TerkuⒸ , Mischa Watson
GUU Bubble Boy	4th	Opening Government	Anna SawickaⒸ , Guyberli van Thuijl , Prosper Michael Ametu
just preppin’ here	4th	Closing Government	Terkpertey Andrews TerkuⒸ , Mischa Watson
UCD Illiterate &amp; Unlawful Society	1st	Closing Opposition	Terkpertey Andrews TerkuⒸ , Mischa Watson
OSCA A	3rd	Closing Government	Dylan McCarthyⒸ , Esther Olamide , Pratham Dikshit
LSE C	4th	Closing Opposition	Dylan McCarthyⒸ , Esther Olamide , Pratham Dikshit
Zagreb PT	1st	Opening Government	Dylan McCarthyⒸ , Esther Olamide , Pratham Dikshit
bea so good at debate bad at team n	2nd	Opening Opposition	Dylan McCarthyⒸ , Esther Olamide , Pratham Dikshit
LSE D	3rd	Opening Opposition	Olja BošnjakⒸ , Dhruv Hariharan , Sehaj Reen
Technion A	2nd	Closing Government	Olja BošnjakⒸ , Dhruv Hariharan , Sehaj Reen
Barbies with existencial crisis	4th	Closing Opposition	Olja BošnjakⒸ , Dhruv Hariharan , Sehaj Reen
Queen card	3rd	Opening Government	Terkpertey Andrews TerkuⒸ , Mischa Watson
Present Simple	3rd	Opening Government	Brynley HamerⒸ , Austin Kelachukwu
新加坡职工总会平价合作社	4th	Opening Opposition	Brynley HamerⒸ , Austin Kelachukwu
Waiting for our PM (literally)	2nd	Closing Government	Brynley HamerⒸ , Austin Kelachukwu
Ryan and Tejas	1st	Closing Opposition	Brynley HamerⒸ , Austin Kelachukwu
Ukelele Apologists	3rd	Opening Government	Alishba IrfanⒸ , Gerson Oviedo Soto , Vrinda Kudsia
Joker and Jokerfied	2nd	Opening Opposition	Alishba IrfanⒸ , Gerson Oviedo Soto , Vrinda Kudsia
McDonald and the Newman	1st	Closing Government	Alishba IrfanⒸ , Gerson Oviedo Soto , Vrinda Kudsia
DTU A(Amar naam Tomar Naam Badnaam)	4th	Closing Opposition	Alishba IrfanⒸ , Gerson Oviedo Soto , Vrinda Kudsia
Nothing to say	4th	Opening Government	Adya MishraⒸ , Mukhtar Tashkenbayev , Tom Milling
Tea	3rd	Opening Opposition	Adya MishraⒸ , Mukhtar Tashkenbayev , Tom Milling
I&#x27;m sick of judging so decided to d	1st	Closing Government	Adya MishraⒸ , Mukhtar Tashkenbayev , Tom Milling
Jebiga, nema inspiracije	2nd	Closing Opposition	Adya MishraⒸ , Mukhtar Tashkenbayev , Tom Milling
TCD Hist PW	1st	Opening Government	Olja BošnjakⒸ , Dhruv Hariharan , Sehaj Reen
