team	result	side	adjudicators
Ryan and Tejas	4th	Closing Government	Dylan McCarthyⒸ , Adya Mishra , Brynley Hamer
Zagreb PT	1st	Closing Opposition	Dylan McCarthyⒸ , Adya Mishra , Brynley Hamer
so many barrels in these surnames, 	2nd	Opening Government	Adya SharmaⒸ , Prosper Michael Ametu , Yit XiangⓉ
GUU m(A)ster of your domain	3rd	Opening Opposition	Adya SharmaⒸ , Prosper Michael Ametu , Yit XiangⓉ
bea so good at debate bad at team n	1st	Closing Government	Adya SharmaⒸ , Prosper Michael Ametu , Yit XiangⓉ
NU S	4th	Closing Opposition	Adya SharmaⒸ , Prosper Michael Ametu , Yit XiangⓉ
Sunway did someone say im cute	2nd	Opening Government	Anna SawickaⒸ , Dominic Stanley-Marcus
What Happened to St Andrews’s Money	3rd	Opening Opposition	Anna SawickaⒸ , Dominic Stanley-Marcus
The best burek in the world is in S	4th	Closing Government	Anna SawickaⒸ , Dominic Stanley-Marcus
GUU Resurrectile Dysfunction	1st	Closing Opposition	Anna SawickaⒸ , Dominic Stanley-Marcus
White eagle	3rd	Opening Government	Jeremiah EdagbamiⒸ , Mischa Watson , Salleh Nidzam
Present Simple	1st	Opening Opposition	Jeremiah EdagbamiⒸ , Mischa Watson , Salleh Nidzam
